"Item","Location","Sublocation","Quantity"
"BELDEN AX101321 KEYCONNECT CATEGORY 6+ INFORMATION OUTLET BLACK","Default Location","","48.0000"
"BELDEN AX102908 F-TYPE KEYCONNECT CONNECTOR BLACK","Default Location","","96.0000"
"BELDEN AX106504-AP KEYCONNECT STRAIGHT PATCH PANEL 24-Port 1U UNLOADED","Default Location","","2.0000"
"BELDEN AX106505-AP KEYCONNECT STRAIGHT PATCH PANEL 48-PORT 2U UNLOADED","Default Location","","2.0000"
"BELDEN CAT5E 305meters 1000ft","Default Location","","1.0000"
"BELDEN CAT6 UTP CABLE","Default Location","","-279.0000"
"BELDEN COAXIAL CABLE ","Default Location","","70.0000"
"BELDEN UTP CABLE CAT5E","Default Location","","8943.5000"
"BELDEN UTP CABLE CAT5E 305M PER ROLL","Default Location","","2.0000"
"BENCH VISE STEEL PIPE KYK","Default Location","","1.0000"
"BEST TANK PRESSURE TANK S/S#16","Default Location","","1.0000"
"BF-1284 PARALLEL PRINTER CABLE","Default Location","","1.0000"
"BH80 IP PHONE","Default Location","","2.0000"
"BINDER CLIPS  MEDIUM 1-5/8”","Default Location","","9.0000"
"BIO -N01-A BIOMETRIC SYSTEM","Default Location","","3.0000"
"BIOMETRIC DTR LICENSE RENEWAL","Default Location","","2.0000"
"BIOMETRIC FINGER SCANNER","Default Location","","-3.0000"
"BIR POS REGISTRATION","Default Location","","-1.0000"
"BIZFAX","Default Location","","1.0000"
"BLACK SCREW","Default Location","","50.0000"
"BLACKBOARD","Default Location","","1.0000"
"BLANK PLATE","Default Location","","140.0000"
"BLIND RIVET 1/8 X 5/8","Default Location","","-98.0000"
"BLIND RIVET 3/16 X 1/2 ","Default Location","","500.0000"
"BLIND RIVET 3/4"" X 1/8""","Default Location","","3.0000"
"BLOW TORCH ","Default Location","","1.0000"
"BLUE CORNER APPLE GREEN XS","Default Location","","2.0000"
"BLUE CORNER POLO SHIRT R. BLUE (L)","Default Location","","11.0000"
"BLUE CORNER POLO SHIRT R. BLUE (M)","Default Location","","3.0000"
"BLUE CORNER POLO SHIRT R. BLUE (S)","Default Location","","18.0000"
"BLUE CORNER POLO SHIRT R. BLUE (XL)","Default Location","","3.0000"
"BLUE CORNER POLO SHIRT R. BLUE (XXL)","Default Location","","3.0000"
"BLUE CORNER RNECK APPLE GREEN L","Default Location","","7.0000"
"BLUE CORNER RNECK APPLE GREEN M","Default Location","","7.0000"
"BLUE CORNER RNECK APPLE GREEN S","Default Location","","9.0000"
"BLUE CORNER RNECK APPLE GREEN XL","Default Location","","5.0000"
"BLUE CORNER RNECK ORANGE L","Default Location","","2.0000"
"BLUE CORNER RNECK ORANGE XL","Default Location","","2.0000"
"BLUE CORNER RNECK RED L","Default Location","","21.0000"
"BLUE CORNER RNECK RED M","Default Location","","9.0000"
"BLUE CORNER RNECK RED S","Default Location","","8.0000"
"BLUE CORNER RNECK RED XL","Default Location","","2.0000"
"BLUE CORNER RNECK RED XS","Default Location","","3.0000"
"BLUETOOTH HANDSFREE CAR KIT BT-02","Default Location","","1.0000"
"BNC CONNECTOR BRONZE","Default Location","","-79.0000"
"BNC CONNECTOR CRIMP TYPE","Default Location","","1140.0000"
"BNC CONNECTOR SCREW TYPE","Default Location","","687.0000"
"BNC CONNECTOR STRAIGHT","Default Location","","40.0000"
"BNC COUPLER","Default Location","","-5.0000"
"BNC COUPLING","Default Location","","2.0000"
"BNC PLUG","Default Location","","55.0000"
"BNC SOCKET 2""","Default Location","","30.0000"
"BOCSH SDS PLUS 3AP 10X100X160MM","Default Location","","1.0000"
"BODY FILLER","Default Location","","1.0000"
"BOLA MINI SIOPAO","Default Location","","0.5000"
"BOLT OVAL EYE 5/8 X 12","Default Location","","2.0000"
"BOLT OVAL EYE 5/8 X 16","Default Location","","2.0000"
"BOLT RIVET 1/8 X 1/2","Default Location","","30.0000"
"BOLT RIVET 1/8 X 5/16","Default Location","","100.0000"
"BOLT SCREW 1/2 X 3","Default Location","","7.0000"
"BOLTS & NUTS 1/2","Default Location","","4.0000"
"BOLTS & NUTS 1/2 X 12","Default Location","","0.3000"
"BOLTS & NUTS 1/2 X 2-1/2","Default Location","","2.0000"
"BOLTS & NUTS 1/2 X 3","Default Location","","4.0000"
"BOLTS & NUTS 1/4 X 1","Default Location","","10.0000"
"BOLTS & NUTS 1/4 X 1-1/2","Default Location","","4.0000"
"BOLTS & NUTS 12 X 1","Default Location","","6.0000"
"BOLTS & NUTS 3 X 40","Default Location","","18.0000"
"BOLTS & NUTS 3/8 X 3-1/2","Default Location","","8.0000"
"BOLTS & NUTS 3/8 x 75","Default Location","","16.0000"
"BOLTS & NUTS 4 X 25","Default Location","","64.0000"
"BOLTS & NUTS 4 X 75","Default Location","","8.0000"
"BOLTS & NUTS 5 X 12","Default Location","","14.0000"
"BOLTS & NUTS 5 X 15","Default Location","","16.0000"
"BOLTS & NUTS 5 X 16","Default Location","","30.0000"
"BOLTS & NUTS 5 X 20","Default Location","","10.0000"
"BOLTS & NUTS 5 X 75","Default Location","","8.0000"
"BOLTS & NUTS 6 X 25","Default Location","","4.0000"
"BOLTS & NUTS 6 X 3/4","Default Location","","50.0000"
"BOLTS & NUTS 8 X 25","Default Location","","1.0000"
"BOLTS 5/16 X 3","Default Location","","20.0000"
"BOLTS 5/8 X 14","Default Location","","1.0000"
"BOLTS AND NUTS","Default Location","","300.0000"
"BOLTS AND NUTS  5/16 X 1-1/2","Default Location","","8.0000"
"BOLTS AND NUTS 1/4 X 1 W/ FLAT WASHER","Default Location","","-2.0000"
"BOLTS AND NUTS 1/8 X 1","Default Location","","14.0000"
"BOLTS AND NUTS 10 X 3/4","Default Location","","2.0000"
"BOLTS AND NUTS 12 X 1-1/2","Default Location","","8.0000"
"BOLTS AND NUTS 12 X 5/8","Default Location","","2.0000"
"BOLTS AND NUTS 3/16 X 1","Default Location","","19.0000"
"BOLTS AND NUTS 3/16 X 1-1/2","Default Location","","26.0000"
"BOLTS AND NUTS 3/16 X 3/4","Default Location","","2.0000"
"BOLTS AND NUTS 3/16 X 5/8","Default Location","","10.0000"
"BOLTS AND NUTS 4 X 20","Default Location","","7.0000"
"BOLTS AND NUTS 5 X 12","Default Location","","1.0000"
"BOLTS AND NUTS 5/16 X 1","Default Location","","12.0000"
"BOLTS AND NUTS 5/16 X 2  W/ 4 LOCK","Default Location","","8.0000"
"BOLTS AND NUTS 5/16 X 4","Default Location","","4.0000"
"BOLTS AND NUTS 6 X 1/2","Default Location","","50.0000"
"BOLTS AND NUTS 6 X 20","Default Location","","20.0000"
"BOLTS AND NUTS 6 X 3/4","Default Location","","102.0000"
"BOLTS AND NUTS 7 X 3/4","Default Location","","2.0000"
"BOLTS AND NUTS 8 X 3/4","Default Location","","2.0000"
"BOOK PAPER NAPPCO YELLOW (L)","Default Location","","1.0000"
"BOOKPAPER SUPREME S20 LONG","Default Location","","54.0000"
"BOSCA AUDIO AMPLIFIER A-12","Default Location","","1.0000"
"BOSCH DIAMOND CUTTING DISC 4""","Default Location","","3.0000"
"BOSCH DRILL BIT 4.5MM","Default Location","","2.0000"
"BOSCH GBH 2-20 DRE ROTARY HAMMER","Default Location","","1.0000"
"BOSCH GBH 2-26 DRE ROTARY HAMMER","Default Location","","1.0000"
"BOSCH GHG 20-63 HEAT GUN","Default Location","","1.0000"
"BOSCH GWS 750-100 – 4″ ANGLE GRINDER","Default Location","","3.0000"
"BOSCH HSS G (32-210MM)","Default Location","","1.0000"
"BOSCH HSS-BIMETAL","Default Location","","1.0000"
"BOSCH SCREW BIT PH2 110MM","Default Location","","1.0000"
"BOSCH SDS PLUS  - 5X 22MM 200/250M #644","Default Location","","1.0000"
"BOSCH SDS PLUS - 5X DRILL BIT 817 14MM ","Default Location","","2.0000"
"BOSCH SDS PLUS 3AP 10 X 100 X 160MM","Default Location","","1.0000"
"BOSCH SDS PLUS FLAT CHISEL 160MM #122","Default Location","","4.0000"
"BOSCH SDS PLUS POINTED CHISEL 160MM #120","Default Location","","2.0000"
"BOSCH-SDS+PLUS 3AP (7X100X160MM)","Default Location","","3.0000"
"BOSCH-SDS+PLUS 3AP (8X100X160MM)","Default Location","","3.0000"
"BOSNY SPRAY PAINT GLOSSY WHITE # 40","Default Location","","1.0000"
"BOSSTON POWER SUPPLY 700w","Default Location","","3.0000"
"BOSTIK NO MORE 30G","Default Location","","9.0000"
"BOSTIK NO MORE NAILS 100G","Default Location","","143.0000"
"BOSTIK NO MORE NAILS 320G","Default Location","","-7.0000"
"BOSTON CASING W/ 700WATTS PSU","Default Location","","4.0000"
"BOX W/ ACETATE COVER DEEP RED 8 1/3 X 4 1/3 X 3","Default Location","","27.0000"
"BOX WRENCH8 X 10","Default Location","","1.0000"
"BOYSEN CLEAR GLOSS EMULSION GAL","Default Location","","1.0000"
"BOYSEN FLAT LATEX WHITE","Default Location","","1.0000"
"BOYSEN QDE 1L BLACK","Default Location","","1.0000"
"BRACKET 14-42","Default Location","","1.0000"
"BRACKET 26-40","Default Location","","1.0000"
"BRACKET FOR HIKVISION DS-1602ZJ L BRACKET","Default Location","","1.0000"
"BRACKET HD 2.5 TO 3.5","Default Location","","2.0000"
"BRACKET NFS LOCTEK PMB305","Default Location","","1.0000"
"BREAD BOARD","Default Location","","1.0000"
"BREAKER 20AMP 2PLUG ROYU ","Default Location","","1.0000"
"BREAKER 30 AMP ROYU ","Default Location","","1.0000"
"BRICK TROWEL W/ PVC HANDLE 6""","Default Location","","1.0000"
"BROOM TAMBO","Default Location","","172.0000"
"BROOM TINGTING","Default Location","","122.0000"
"BROTHER BT D-60 BLACK (COMBO)","Default Location","","1.0000"
"BROTHER BT5000 CYAN","Default Location","","2.0000"
"BROTHER BT5000 MAGENTA","Default Location","","2.0000"
"BROTHER BT5000 YELLOW","Default Location","","2.0000"
"BROTHER DCP-7030","Default Location","","1.0000"
"BROTHER LC57C CYAN","Default Location","","1.0000"
"BROTHER LC57C YELLOW","Default Location","","1.0000"
"BROWN ENVELOPE LEGAL","Default Location","","12.0000"
"BROWN ENVELOPE LEGAL 150LBS","Default Location","","1536.0000"
"BROWN ENVELOPE SHORT","Default Location","","804.0000"
"BROWN FOLDER LONG","Default Location","","2948.0000"
"BROWN FOLDER SHORT","Default Location","","2299.0000"
"BRUSH 2"" GOOD QUALITY","Default Location","","2.0000"
"BUFFALO MINI STATION HD PC500V2/BK-AP ","Default Location","","1.0000"
"BUILDERS BOND ECONO PACK 100G","Default Location","","4.0000"
"BUILDERS BOND NO NAIL","Default Location","","103.0000"
"BUILDERS BOND NO NAIL 100ML","Default Location","","9.0000"
"BULB LED 9W","Default Location","","-11.0000"
"BURNDY COMMUNICATION CONNECTOR # 100","Default Location","","45.0000"
"BUTANE GAS 220G PACK OF 4'S","Default Location","","1.0000"
"BUTTERFLY SAND PAPER #120","Default Location","","4.0000"
"BUTTERFLY SAND PAPER #36","Default Location","","4.0000"
"BUTTERFLY SAND PAPER #400","Default Location","","4.0000"
"BUTTERFLY SAND PAPER #80","Default Location","","4.0000"
"BXB PA-5120P MIXER AMPLIFIER","Default Location","","1.0000"
"BXB PAB-5400 400W POWER AMPLIFIER","Default Location","","1.0000"
"BXB WS-650T 6.5"" TWO-WAY CEILING SPEAKER","Default Location","","3.0000"
"BY-N011 NOTEBOOK COOLER WITH STAND","Default Location","","1.0000"
"C PURLIN 3"" 1.2MM","Default Location","","7.0000"
"C6203SC","Default Location","","2.0000"
"C6631SC","Default Location","","3.0000"
"CABINET FREE STANDING 32U 600MM X 800MM X 32U ECF060832","Default Location","","1.0000"
"CABLE CLIP 10mm","Default Location","","-1.0000"
"CABLE CLIP 12MM","Default Location","","300.0000"
"CABLE CLIP 16MM","Default Location","","21.0000"
"CABLE CLIP 2 (100PCS/PK)","Default Location","","100.0000"
"CABLE CLIP 3","Default Location","","-82.0000"
"CABLE CLIP 6MM","Default Location","","62.0000"
"CABLE CLIP 8MM","Default Location","","10.0000"
"CABLE COAXAL","Default Location","","121.0000"
"CABLE DUCT 25MM X 45MM ","Default Location","","20.0000"
"CABLE DUCT 2INCH ","Default Location","","4.0000"
"CABLE DUCT 2X2X5FT","Default Location","","2.0000"
"CABLE DUCT 3"" X 3"" X 5-1/2""","Default Location","","4.0000"
"CABLE DUCT 3X3X5FT","Default Location","","2.0000"
"CABLE DUCT 4X4X5FT","Default Location","","2.0000"
"CABLE DUCT 50 X 50MM","Default Location","","2.0000"
"CABLE DUCT SLOTTED 1 X 1","Default Location","","1.0000"
"CABLE DUCT SLOTTED 2 X 2","Default Location","","18.0000"
"CABLE DUCT SLOTTED 2 X 3","Default Location","","4.0000"
"CABLE DUCT SLOTTED 4 X 4","Default Location","","1.0000"
"CABLE GLAND P616","Default Location","","30.0000"
"CABLE LADDER 400mm X 100mm X 1.2m L","Default Location","","1.0000"
"CABLE LINK2.0 CAT6 BLACK 1M","Default Location","","1.0000"
"CABLE MANAGER (1U2CMYB)","Default Location","","15.0000"
"CABLE MANAGER 1U","Default Location","","2.0000"
"CABLE MANAGER 2U","Default Location","","2.0000"
"CABLE MANAGER VERTICAL 4 X 4 X 6","Default Location","","1.0000"
"CABLE MARKER LETTER PRO-BEST","Default Location","","1.0000"
"CABLE MARKER NUMBER PRO-BEST ","Default Location","","1.0000"
"CABLE ORGANIZER STEEL IU 2 HOLE","Default Location","","3.0000"
"CABLE TIE","Default Location","","1.0000"
"CABLE TIE #12","Default Location","","842.0000"
"CABLE TIE 10","Default Location","","789.0000"
"CABLE TIE 11""","Default Location","","1230.0000"
"CABLE TIE 12","Default Location","","3.0000"
"CABLE TIE 12 BLACK","Default Location","","4.0000"
"CABLE TIE 2.5 X 100 NYLON WHITE TOLSEN","Default Location","","1.0000"
"CABLE TIE 4","Default Location","","550.0000"
"CABLE TIE 5","Default Location","","56.0000"
"CABLE TIE 6","Default Location","","695.7000"
"CABLE TIE 6""","Default Location","","3.0000"
"CABLE TIE 8""","Default Location","","1167.0000"
"CABLE TIE MARKER 130 X 2.5MM PACK ","Default Location","","1.0000"
"CABLE TRAY STRAIGHT WITH COVER WIDTH 6” X DEPTH 2” X 8 FT. LENGTH ","Default Location","","2.0000"
"CABLE YOYO","Default Location","","196.0000"
"CACTUS PAPER A3","Default Location","","-1.0000"
"CACTUS PAPER A4","Default Location","","317.0000"
"CACTUS PAPER LEGAL","Default Location","","25.0000"
"CACTUS PAPER LONG SUB-20","Default Location","","962.0000"
"CACTUS PAPER SHORT","Default Location","","138.0000"
"CAGENUT PRO-BEST ","Default Location","","100.0000"
"CALTEX HAV SF 20W40 SF/CD 12X1L","Default Location","","3.0000"
"CAM LOCK KEY (ORDINARY LOCK)","Default Location","","3.0000"
"CAMBRIC TUBE 10MM","Default Location","","31.0000"
"CAMBRIC TUBE 6MM","Default Location","","4.0000"
"CAMEL #16WRF 16RS ORBIT FAN 16""","Default Location","","1.0000"
"CAMEL HIGH TUBE RAIN BOOTS","Default Location","","6.0000"
"CAMEL SAFETY SHOES","Default Location","","1.0000"
"CAMRY PERSONAL SCALE","Default Location","","3.0000"
"CANDY SPRAY","Default Location","","10.0000"
"CANON 40 INK BLACK","Default Location","","1.0000"
"CANON 41 INK COLORED","Default Location","","1.0000"
"CANON 810 INK BLACK","Default Location","","1.0000"
"CANON 811 INK COLORED","Default Location","","-2.0000"
"CANON 830 INK BLACK","Default Location","","3.0000"
"CANON CL-746 COLORED INK CARTRIDGE","Default Location","","1.0000"
"CANON JACK","Default Location","","2.0000"
"CANON STEEL FILING CABINET 4 DRAWERS ","Default Location","","1.0000"
"CANTILEVER TRAY 12"" DEPTH (PERFORATED)","Default Location","","3.0000"
"CANTILEVER TRAY 1RM","Default Location","","1.0000"
"CAPACITOR 0.1UF 104V CERAMIC","Default Location","","1.0000"
"CAPACITOR 0.22K-275V","Default Location","","1.0000"
"CAPACITOR 1000UF 16V","Default Location","","6.0000"
"CAPACITOR 1000UF 25V","Default Location","","10.0000"
"CAPACITOR 1000UF 35V","Default Location","","1.0000"
"CAPACITOR 1000UF 50V","Default Location","","-2.0000"
"CAPACITOR 1000UF/16V","Default Location","","7.0000"
"CAPACITOR 100UF 25V","Default Location","","7.0000"
"CAPACITOR 100UF 50V","Default Location","","1.0000"
"CAPACITOR 10UF 250V","Default Location","","1.0000"
"CAPACITOR 120UF 400V","Default Location","","2.0000"
"CAPACITOR 1500UF 16V","Default Location","","-2.0000"
"CAPACITOR 1500UF 6.3V","Default Location","","-50.0000"
"CAPACITOR 1800 UF/ 6.3V","Default Location","","1.0000"
"CAPACITOR 2200UF 12V","Default Location","","3.0000"
"CAPACITOR 2200UF 16V","Default Location","","11.0000"
"CAPACITOR 2200UF 25V","Default Location","","1.0000"
"CAPACITOR 2200UF 6.3V","Default Location","","2.0000"
"CAPACITOR 220UF 16V","Default Location","","3.0000"
"CAPACITOR 3300UF / 10V","Default Location","","2.0000"
"CAPACITOR 3300UF / 35V","Default Location","","1.0000"
"CAPACITOR 3300UF/6.3V","Default Location","","3.0000"
"CAPACITOR 33UF 400V","Default Location","","2.0000"
"CAPACITOR 33UF/450V","Default Location","","-1.0000"
"CAPACITOR 4700UF /  250UF","Default Location","","1.0000"
"CAPACITOR 4700UF 25V","Default Location","","5.0000"
"CAPACITOR 470UF/16V","Default Location","","9.0000"
"CAPACITOR 470UF/25V","Default Location","","5.0000"
"CAPACITOR 470UF/400V","Default Location","","2.0000"
"CAPACITOR 470UF/50V","Default Location","","1.0000"
"CAPACITOR 680UF 16V","Default Location","","2.0000"
"CAPACITOR 680UF 6.3V","Default Location","","2.0000"
"CAPACITOR 680UF/16V","Default Location","","-2.0000"
"CAPACITOR 680UF/25V","Default Location","","2.0000"
"CAPACITOR 68UF 400V","Default Location","","1.0000"
"CAPACITOR 820UF 6.3V","Default Location","","4.0000"
"CAPDASE HTC ONE X CASE GREY","Default Location","","1.0000"
"CAPDASE IPAD 1 CASE BLACK","Default Location","","1.0000"
"CAPDASE IPAD 1 CASE RED","Default Location","","1.0000"
"CAPDASE IPHONE 4 CLIP HOLSTER 119A","Default Location","","1.0000"
"CAPDASE MHL ADAPTER AVOO-MA01","Default Location","","1.0000"
"CAPDASE SONY XPERIA GO CASE EXPOSE GREY","Default Location","","1.0000"
"CAPDASE XPOSEBOARD SET 215A IPAD MINI CASE COMBO SET","Default Location","","1.0000"
"CAPRIOLE 2000W SVC-2000N AUTOMATIC VOLTAGE REGULATOR","Default Location","","2.0000"
"CAPRIOLE 500WATTS  AVR 500WTD ","Default Location","","5.0000"
"CAPRIOLE AVR 1000 WATTS","Default Location","","1.0000"
"CAPRIOLE MIC WIRE ","Default Location","","-15.0000"
"CAPSCREW 5/16 X 1-1/4","Default Location","","15.0000"
"CAR FUSE 3A","Default Location","","5.0000"
"CAR GEL 70 GRAMS GLADE","Default Location","","-20.0000"
"CARNATION TOTE 6 X 6 X 3","Default Location","","60.0000"
"CAROL MICROPHONE W/ WIRE","Default Location","","1.0000"
"CARTOLINA ASSTD","Default Location","","7322.0000"
"CARTOLINA BLACK","Default Location","","20.0000"
"CARTOLINA BLUE","Default Location","","183.0000"
"CARTOLINA BRISTOL BLUE","Default Location","","144.0000"
"CARTOLINA BRISTOL BUFF","Default Location","","89.0000"
"CARTOLINA BRISTOL GREEN","Default Location","","123.0000"
"CARTOLINA BRISTOL PINK","Default Location","","149.0000"
"CARTOLINA BRISTOL RED","Default Location","","563.0000"
"CARTOLINA BRISTOL WHITE","Default Location","","745.0000"
"CARTOLINA BRISTOL YELLOW","Default Location","","176.0000"
"CARTOLINA GREEN","Default Location","","263.0000"
"CARTOLINA LIGHT YELLOW","Default Location","","50.0000"
"CARTOLINA NEON BLUE","Default Location","","80.0000"
"CARTOLINA NEON DARK GREEN","Default Location","","40.0000"
"CARTOLINA NEON G. YELLOW","Default Location","","40.0000"
"CARTOLINA NEON GREEN","Default Location","","100.0000"
"CARTOLINA NEON L. YELLOW","Default Location","","40.0000"
"CARTOLINA NEON ORANGE","Default Location","","180.0000"
"CARTOLINA NEON PARROT A. GREEN","Default Location","","40.0000"
"CARTOLINA NEON PINK","Default Location","","140.0000"
"CARTOLINA NEON RED","Default Location","","50.0000"
"CARTOLINA NEON VIOLET","Default Location","","90.0000"
"CARTOLINA NEON YELLOW","Default Location","","150.0000"
"CARTOLINA ORANGE","Default Location","","323.0000"
"CARTOLINA PINK","Default Location","","133.0000"
"CARTOLINA RED","Default Location","","50.0000"
"CARTOLINA VIOLET","Default Location","","50.0000"
"CARTOLINA WHITE","Default Location","","10.0000"
"CARTOLINA YELLOW","Default Location","","173.0000"
"CASH BOX BRKLEY H250A KEY LOCK","Default Location","","1.0000"
"CASH DRAWER","Default Location","","-1.0000"
"CASH REGISTER TAPE 3"" 1 PLY 76MM X 70MM","Default Location","","5.0000"
"CASHEW NUTS BLACK PEPPER","Default Location","","50.0000"
"CASHEW NUTS ROASTED SALTED","Default Location","","50.0000"
"CASHEW SALTED","Default Location","","2150.0000"
"CASHEW SWEET","Default Location","","50.0000"
"CASING AERO COOL GT BLK","Default Location","","4.0000"
"CASING BOSTON EK-03C BK W/PSU","Default Location","","11.0000"
"CASING FORTRESS ARMOR D206BB MICRO ATX","Default Location","","1.0000"
"CASING FORTRESS CARBON F115BR RED700W PSU","Default Location","","1.0000"
"CASING FORTRESS MAGNUS D205BR (RED) MICRO ATX","Default Location","","6.0000"
"CASING FORTRESS VERSA D210BG GREEN MICRO ATX 700W PSU","Default Location","","1.0000"
"CASING FORTRESS XYCLONE D209BB (BLK) MICRO ATX","Default Location","","1.0000"
"CASING FRONTIER FC-F37AS BK","Default Location","","1.0000"
"CASING FRONTIER MIRACLE M105M 600WA","Default Location","","2.0000"
"CASING SINGLE BOARD WITH FAN COMPUTER","Default Location","","3.0000"
"CASIO CALCULATOR DESKTOP","Default Location","","1.0000"
"CASIO CALCULATOR DR-120TM","Default Location","","2.0000"
"CASIO CALCULATOR FX82ES SCIENTIFIC CALCULATOR","Default Location","","1.0000"
"CASIO CALCULATOR MZ 12'S","Default Location","","3.0000"
"CAT5E  KSA","Default Location","","62.0000"
